HPfrb1ch15-0045	fainéant             	– Vous vous imaginez peut-être que vous allez passer un peu de bon temps avec ce fainéant ?
HPfrb1ch15-0046	détromper            	Détrompez-vous, jeunes gens.
HPfrb1ch15-0047	morgue               	dit-il d’un ton qui avait perdu sa morgue habituelle.
HPfrb1ch15-0048	carquois             	Il avait à la main une grande arbalète et un carquois rempli de flèches en bandoulière.
HPfrb1ch15-0049	flèche               	Il avait à la main une grande arbalète et un carquois rempli de flèches en bandoulière.
HPfrb1ch15-0050	bandoulière          	Il avait à la main une grande arbalète et un carquois rempli de flèches en bandoulière.
HPfrb1ch15-0051	attribution          	C’est pas dans vos attributions.
HPfrb1ch15-0052	lisière              	Il les amena à la lisière de la forêt, leva sa lampe et montra un étroit sentier qui serpentait parmi les gros arbres noirs.
HPfrb1ch15-0053	sentier              	Il les amena à la lisière de la forêt, leva sa lampe et montra un étroit sentier qui serpentait parmi les gros arbres noirs.
HPfrb1ch15-0054	altérer              	demanda Malefoy sans parvenir à dissimuler la terreur qui altérait sa voix.
HPfrb1ch15-0055	trouillard           	D’accord, mais je te préviens, c’est un trouillard, dit Hagrid.
HPfrb1ch15-0056	bifurcation          	Un peu plus loin, ils atteignirent une bifurcation.
HPfrb1ch15-0057	rivé                	Ils avancèrent sans bruit, les yeux rivés au sol.
HPfrb1ch15-0058	souche               	Ils passèrent devant une souche d’arbre couverte de mousse.
HPfrb1ch15-0059	couverte             	Ils passèrent devant une souche d’arbre couverte de mousse.
HPfrb1ch15-0060	mousse               	Ils passèrent devant une souche d’arbre couverte de mousse.
HPfrb1ch15-0061	sinueux              	Il y avait toujours des taches de sang de licorne le long du chemin sinueux.
HPfrb1ch15-0062	cacher               	CACHEZ-VOUS DERRIÈRE CET ARBRE !
HPfrb1ch15-0063	derrièr              	CACHEZ-VOUS DERRIÈRE CET ARBRE !
HPfrb1ch15-0064	cet                  	CACHEZ-VOUS DERRIÈRE CET ARBRE !
HPfrb1ch15-0065	arbre                	CACHEZ-VOUS DERRIÈRE CET ARBRE !
HPfrb1ch15-0066	risquer               	– Un loup-garou ? risqua Harry.
HPfrb1ch15-0067	sombrement           	Ça, ce n’était ni un loup-garou, ni une licorne, dit sombrement Hagrid.
HPfrb1ch15-0068	guetter              	Ils avancèrent plus lentement, guettant le moindre bruit.
HPfrb1ch15-0069	montrer              	Montrez-vous !
HPfrb1ch15-0070	rougeâtre            	Jusqu’à la taille, c’était un homme, mais au-dessous, c’était un cheval, couleur noisette, avec une longue queue aux reflets rougeâtres.
HPfrb1ch15-0071	centaure             	Il s’avança et serra la main du centaure.
HPfrb1ch15-0072	salut                	– Salut à toi, Hagrid, répondit Ronan d’une voix grave et triste.
HPfrb1ch15-0073	bonsoir              	– Bonsoir, dit Ronan.
HPfrb1ch15-0074	innocent             	– Les innocents sont toujours les premières victimes, dit-il.
HPfrb1ch15-0075	inhabituel           	Quelque chose d’inhabituel ?
HPfrb1ch15-0076	bavard               	L’ennui, c’est qu’ils ne sont pas très bavards.
HPfrb1ch15-0077	sabot                	Non, ça ne ressemblait pas à des bruits de sabots.
HPfrb1ch15-0078	agripper             	Soudain, Hermione agrippa le bras de Hagrid.
HPfrb1ch15-0079	rechercher           	Je viendrai vous rechercher.
HPfrb1ch15-0080	blesser               	Tu crois qu’ils sont blessés ?
HPfrb1ch15-0081	égal                 	– Si c’est Malefoy, ça m’est égal, mais s’il est arrivé quelque chose à Neville…
HPfrb1ch15-0082	ouïe                 	Leur ouïe s’affinait, Harry percevait chaque souffle de vent, chaque craquement de brindille.
HPfrb1ch15-0083	affiner              	Leur ouïe s’affinait, Harry percevait chaque souffle de vent, chaque craquement de brindille.
HPfrb1ch15-0084	percevoir            	Leur ouïe s’affinait, Harry percevait chaque souffle de vent, chaque craquement de brindille.
HPfrb1ch15-0085	fulminer             	Hagrid fulminait.
HPfrb1ch15-0086	raffut               	– On aura de la chance si on attrape quelque chose, avec tout le raffut que vous avez fait.
HPfrb1ch15-0087	impraticable         	La forêt était de plus en plus épaisse à mesure qu’ils avançaient et le sentier devint presque impraticable.
HPfrb1ch15-0088	abondant             	Harry avait l’impression que les taches de sang étaient plus abondantes.
HPfrb1ch15-0089	perle                 	Ses longues jambes minces s’étaient repliées dans sa chute et sa crinière étalée formait une tache gris perle sur les feuilles sombres.
HPfrb1ch15-0090	buisson              	Au bord de la clairière, un buisson frémit.
HPfrb1ch15-0091	traquer              	Puis une silhouette encapuchonnée sortit de l’ombre et rampa sur le sol, comme une bête traquant un gibier.
HPfrb1ch15-0092	gibier               	Puis une silhouette encapuchonnée sortit de l’ombre et rampa sur le sol, comme une bête traquant un gibier.
HPfrb1ch15-0093	flanc                	La silhouette s’arrêta devant le cadavre de la licorne, pencha la tête sur le flanc déchiré de l’animal et commença à boire son sang.
HPfrb1ch15-0094	déchirer              	La silhouette s’arrêta devant le cadavre de la licorne, pencha la tête sur le flanc déchiré de l’animal et commença à boire son sang.
HPfrb1ch15-0095	darder               	La silhouette au capuchon leva la tête et darda son regard sur Harry.
HPfrb1ch15-0096	paralyser            	Paralysé par la peur, Harry fut incapable de bouger.
HPfrb1ch15-0097	foudroyant           	Une douleur foudroyante lui traversa alors la tête, une douleur comme il n’en avait encore jamais ressenti.
HPfrb1ch15-0098	tituber              	À moitié aveuglé, il recula en titubant.
HPfrb1ch15-0099	galoper              	Au même moment, il entendit des bruits de sabots qui galopaient derrière lui, puis quelque chose lui sauta par-dessus et fonça vers la silhouette.
HPfrb1ch15-0100	alezan               	il avait des cheveux blonds-blancs et un corps de couleur alezan.
HPfrb1ch15-0101	saphir               	Il avait des yeux d’un bleu surprenant, comme des saphirs délavés.
HPfrb1ch15-0102	délavé              	Il avait des yeux d’un bleu surprenant, comme des saphirs délavés.
HPfrb1ch15-0103	galop                	Il y eut alors un autre bruit de galop et Ronan et Bane surgirent des arbres, les flancs palpitants, couverts de sueur.
HPfrb1ch15-0104	palpitant            	Il y eut alors un autre bruit de galop et Ronan et Bane surgirent des arbres, les flancs palpitants, couverts de sueur.
HPfrb1ch15-0105	vulgaire             	Tu te prends pour une vulgaire mule ?
HPfrb1ch15-0106	mule                 	Tu te prends pour une vulgaire mule ?
HPfrb1ch15-0107	serment              	Souviens-toi, Firenze, nous avons fait serment de ne pas nous opposer aux décisions du ciel.
HPfrb1ch15-0108	décret               	Les centaures se soumettent aux décrets du destin.
HPfrb1ch15-0109	égarer               	Nous n’avons pas à nous promener comme des ânes pour aller chercher les humains égarés dans la forêt !
HPfrb1ch15-0110	dévoiler             	Les planètes ne t’ont pas dévoilé ce secret ?
HPfrb1ch15-0111	dresser               	Je me dresse contre ce qui se cache dans cette forêt, Bane.
HPfrb1ch15-0112	cacher                	Je me dresse contre ce qui se cache dans cette forêt, Bane.
HPfrb1ch15-0113	crime                	Pour commettre un tel crime il faut n’avoir rien à perdre et tout à gagner.
HPfrb1ch15-0114	buffle               	Hagrid essayait de la suivre en soufflant comme un buffle.
HPfrb1ch15-0115	machinalement        	Ça va très bien, répondit machinalement Harry.
HPfrb1ch15-0116	quitter               	– C’est ici que je te quitte, dit Firenze tandis que Hagrid se précipitait vers la clairière.
HPfrb1ch15-0117	tromper               	Il arrive qu’on se trompe en lisant le destin dans les planètes.
HPfrb1ch15-0118	défaire              	Lorsqu’il défit son lit, Harry découvrit la cape d’invisibilité soigneusement pliée entre les draps.
